Word,Length,Freq_HAL,Log_Freq_HAL
slaughtered,11,1153,7.05
sine,4,1153,7.05
poised,6,1153,7.05
narcotics,9,1153,7.05
dryer,5,1153,7.05
Thanksgiving,12,1152,7.05
predictor,9,1152,7.05
keg,3,1152,7.05
intimidate,10,1152,7.05
imprison,8,1152,7.05
deduct,6,1152,7.05
therapists,10,1151,7.05
steward,7,1151,7.05
perfume,7,1151,7.05
peeled,6,1151,7.05
maxim,5,1151,7.05
theaters,8,1150,7.05
tarot,5,1150,7.05
pier,4,1150,7.05
gospels,7,1150,7.05
cones,5,1150,7.05
tau,3,1149,7.05
straighten,10,1149,7.05
shameless,9,1149,7.05
restraints,10,1149,7.05
necklace,8,1149,7.05
fats,4,1149,7.05
compensated,11,1149,7.05
advertiser,10,1149,7.05
watchers,8,1148,7.05
jailed,6,1148,7.05
insignia,8,1148,7.05
incidental,10,1148,7.05
crawled,7,1148,7.05
bugger,6,1148,7.05
township,8,1147,7.04
manifestations,14,1147,7.04
lotion,6,1147,7.04
irritation,10,1147,7.04
guerrilla,9,1147,7.04
frontal,7,1147,7.04
driveway,8,1147,7.04
burner,6,1147,7.04
assessing,9,1147,7.04
armada,6,1147,7.04
waved,5,1146,7.04
superstar,9,1146,7.04
sock,4,1146,7.04
majesty,7,1146,7.04
gracious,8,1146,7.04
drool,5,1146,7.04
distortions,11,1146,7.04
benign,6,1146,7.04
avert,5,1146,7.04
announcer,9,1146,7.04
warmed,6,1145,7.04
weary,5,1145,7.04
survives,8,1145,7.04
hourglass,9,1145,7.04
cove,4,1145,7.04
bowers,6,1145,7.04
whips,5,1144,7.04
unify,5,1144,7.04
tucked,6,1144,7.04
slated,6,1144,7.04
Slovenia,8,1144,7.04
oversee,7,1144,7.04
mitre,5,1144,7.04
moans,5,1144,7.04
Bronx,5,1144,7.04
Buddhists,9,1144,7.04
reflective,10,1143,7.04
disclosed,9,1143,7.04
retribution,11,1142,7.04
replica,7,1142,7.04
jab,3,1142,7.04
Helena,6,1142,7.04
wrestler,8,1141,7.04
uppercut,8,1141,7.04
synchronization,15,1141,7.04
pristine,8,1141,7.04
overturned,10,1141,7.04
novices,7,1141,7.04
graded,6,1141,7.04
fronts,6,1141,7.04
fissure,7,1141,7.04
scrape,6,1140,7.04
marlin,6,1140,7.04
impartial,9,1140,7.04
grasping,8,1140,7.04
emit,4,1140,7.04
Peter's,7,1139,7.04
guise,5,1139,7.04
fourteenth,10,1139,7.04
departmental,12,1139,7.04
Camelot,7,1139,7.04
progressively,13,1138,7.04
moonlight,9,1138,7.04
ceases,6,1138,7.04
cellar,6,1138,7.04
cardiac,7,1138,7.04
thrash,6,1137,7.04
saliva,6,1137,7.04
infringe,8,1137,7.04
incorporation,13,1137,7.04
undecided,9,1136,7.04
sangria,7,1136,7.04
pelican,7,1136,7.04
startling,9,1135,7.03
repairing,9,1135,7.03
quirk,5,1135,7.03
miserably,9,1135,7.03
emulated,8,1135,7.03
atop,4,1135,7.03
analytic,8,1135,7.03
worldly,7,1134,7.03
topped,6,1134,7.03
substitutes,11,1134,7.03
momentarily,11,1134,7.03
leaked,6,1134,7.03
hiss,4,1134,7.03
divert,6,1134,7.03
bends,5,1134,7.03
stumble,7,1133,7.03
ragged,6,1133,7.03
justifying,10,1133,7.03
diplomats,9,1133,7.03
breathed,8,1133,7.03
depended,8,1132,7.03
assassins,9,1132,7.03
warlock,7,1131,7.03
ordeal,6,1131,7.03
debatable,9,1131,7.03
cornerstone,11,1131,7.03
courageous,10,1131,7.03
tyrants,7,1130,7.03
stinking,8,1130,7.03
jerked,6,1130,7.03
hardened,8,1130,7.03
ensues,6,1130,7.03
deterioration,13,1130,7.03
shines,6,1129,7.03
pellets,7,1129,7.03
forcibly,8,1129,7.03
unprotected,11,1128,7.03
turf,4,1128,7.03
rotor,5,1128,7.03
perish,6,1128,7.03
grouping,8,1128,7.03
frantically,11,1128,7.03
beholder,8,1128,7.03
ascend,6,1128,7.03
validated,9,1127,7.03
straits,7,1127,7.03
strengthening,13,1127,7.03
recoil,6,1127,7.03
profoundly,10,1127,7.03
misconceptions,14,1127,7.03
invoking,8,1127,7.03
extraterrestrial,16,1127,7.03
designate,9,1127,7.03
denominator,11,1127,7.03
squid,5,1126,7.03
oyster,6,1126,7.03
noticeably,10,1126,7.03
coupe,5,1126,7.03
clowns,6,1126,7.03
baroque,7,1126,7.03
backspace,9,1126,7.03
weave,5,1125,7.03
Spokane,7,1125,7.03
sprayed,7,1125,7.03
servings,8,1125,7.03
caress,6,1125,7.03
bartender,9,1125,7.03
tit,3,1124,7.02
staples,7,1124,7.02
sinner,6,1124,7.02
recognizable,12,1124,7.02
echoed,6,1124,7.02
comedian,8,1124,7.02
celebrities,11,1124,7.02
cabbage,7,1124,7.02
bookshelf,9,1124,7.02
voltages,8,1123,7.02
verbally,8,1123,7.02
syllable,8,1123,7.02
reckless,8,1123,7.02
overheard,9,1123,7.02
memorandum,10,1123,7.02
grazing,7,1123,7.02
bribe,5,1123,7.02
swore,5,1122,7.02
sup,3,1122,7.02
qualitative,11,1122,7.02
nicknames,9,1122,7.02
Nigeria,7,1122,7.02
memorize,8,1122,7.02
labyrinth,9,1122,7.02
empowered,9,1122,7.02
devise,6,1122,7.02
unlucky,7,1121,7.02
squads,6,1121,7.02
simmer,6,1121,7.02
pornographic,12,1121,7.02
pillars,7,1121,7.02
dangerously,11,1121,7.02
benevolent,10,1121,7.02
pesky,5,1120,7.02
patiently,9,1120,7.02
brainwashing,12,1120,7.02
body's,6,1120,7.02
defy,4,1119,7.02
vulnerability,13,1118,7.02
thrusting,9,1118,7.02
overboard,9,1118,7.02
inland,6,1118,7.02
inmate,6,1118,7.02
localized,9,1117,7.02
justifiable,11,1117,7.02
hesitant,8,1117,7.02
entertained,11,1117,7.02
coincidental,12,1117,7.02
comforting,10,1117,7.02
securing,8,1116,7.02
sclerosis,9,1116,7.02
perverse,8,1116,7.02
executions,10,1116,7.02
unresolved,10,1115,7.02
sly,3,1115,7.02
sank,4,1115,7.02
landlord,8,1115,7.02
juggle,6,1115,7.02
fiddling,8,1115,7.02
drifted,7,1115,7.02
voucher,7,1114,7.02
spectator,9,1114,7.02
reformed,8,1114,7.02
prank,5,1114,7.02
placebo,7,1114,7.02
lessen,6,1114,7.02
heartily,8,1114,7.02
defiant,7,1114,7.02
balloons,8,1114,7.02
revive,6,1113,7.01
rehearsal,9,1113,7.01
piston,6,1113,7.01
Judas,5,1113,7.01
conformation,12,1113,7.01
chute,5,1113,7.01
unmarried,9,1112,7.01
Sonoma,6,1112,7.01
quitting,8,1112,7.01
mercenary,9,1112,7.01
mania,5,1112,7.01
knit,4,1112,7.01
collisions,10,1112,7.01
billboard,9,1112,7.01
weeds,5,1111,7.01
typewriter,10,1111,7.01
informs,7,1111,7.01
emphasizes,10,1111,7.01
alterations,11,1111,7.01
supervisory,11,1110,7.01
discriminatory,14,1110,7.01
verbose,7,1109,7.01
trusts,6,1109,7.01
staple,6,1109,7.01
rugged,6,1109,7.01
goalie,6,1109,7.01
forefathers,11,1109,7.01
deficiencies,12,1109,7.01
tally,5,1108,7.01
surrendered,11,1108,7.01
substituting,12,1108,7.01
shorten,7,1108,7.01
pry,3,1108,7.01
junkie,6,1108,7.01
harassed,8,1108,7.01
grunt,5,1108,7.01
halves,6,1108,7.01
raping,6,1107,7.01
nearer,6,1107,7.01
microbiology,12,1107,7.01
goldfish,8,1107,7.01
grasped,7,1107,7.01
Aries,5,1107,7.01
subgroups,9,1106,7.01
Fargo,5,1106,7.01
decipher,8,1106,7.01
shooters,8,1105,7.01
shaky,5,1105,7.01
missionary,10,1105,7.01
disharmony,10,1105,7.01
catastrophic,12,1105,7.01
showdown,8,1104,7.01
Oilers,6,1104,7.01
recalls,7,1103,7.01
kudos,5,1103,7.01
Horace,6,1103,7.01
graphically,11,1103,7.01
deem,4,1103,7.01
dangling,8,1103,7.01
tabloid,7,1102,7
portrayal,9,1102,7
dun,3,1102,7
directs,7,1102,7
irreversible,12,1101,7
duct,4,1101,7
burial,6,1101,7
bluff,5,1101,7
antibody,8,1101,7
Rutherford,10,1100,7
furnished,9,1100,7
flaky,5,1100,7
bowls,5,1100,7
aching,6,1099,7
wicket,6,1099,7
roam,4,1099,7
quart,5,1099,7
overdue,7,1099,7
measles,7,1099,7
filtration,10,1099,7
distrust,8,1099,7
diaper,6,1099,7
brewed,6,1099,7
apex,4,1099,7
Alicia,6,1099,7
acquisitions,12,1098,7
zodiac,6,1098,7
vulgar,6,1098,7
unexpectedly,12,1098,7
Quaker,6,1098,7
poultry,7,1098,7
predecessor,11,1098,7
murdering,9,1098,7
fad,3,1098,7
communion,9,1098,7
wiser,5,1097,7
Walters,7,1097,7
triangles,9,1097,7
substrate,9,1097,7
inconsistency,13,1097,7
fiancee,7,1097,7
alerts,6,1097,7
readiness,9,1096,7
poisoned,8,1096,7
moderating,10,1096,7
visitation,10,1095,7
vibrator,8,1095,7
psychologically,15,1095,7
hooker,6,1095,7
furnish,7,1095,7
forefront,9,1095,7
enzymes,7,1095,7
Eileen,6,1095,7
deprivation,11,1095,7
decidedly,9,1095,7
biologists,10,1095,7
spaceship,9,1094,7
recycle,7,1094,7
congrats,8,1094,7
transforming,12,1093,7
sleeper,7,1093,7
severed,7,1093,7
poop,4,1093,7
fishermen,9,1093,7
divinity,8,1093,7
studs,5,1092,7
standby,7,1092,7
Ramadan,7,1092,7
millionaire,11,1092,7
graphite,8,1092,7
gin,3,1092,7
resumed,7,1091,6.99
rationally,10,1091,6.99
nee,3,1091,6.99
kindergarten,12,1091,6.99
insistence,10,1091,6.99
tiers,5,1090,6.99
Slavs,5,1090,6.99
locomotive,10,1090,6.99
insofar,7,1090,6.99
contender,9,1090,6.99
ceremonial,10,1090,6.99
brawl,5,1090,6.99
breadth,7,1090,6.99
Talmud,6,1089,6.99
kicker,6,1089,6.99
incompatibility,15,1089,6.99
borderline,10,1089,6.99
blondes,7,1089,6.99
antiques,8,1089,6.99
who'll,6,1088,6.99
sensed,6,1088,6.99
postponed,9,1088,6.99
observable,10,1088,6.99
knitting,8,1088,6.99
knobs,5,1088,6.99
infect,6,1088,6.99
banker,6,1088,6.99
arched,6,1088,6.99
undue,5,1087,6.99
thanked,7,1087,6.99
subdivision,11,1087,6.99
solitary,8,1087,6.99
somerset,8,1087,6.99
possessing,10,1087,6.99
deities,7,1087,6.99
cameo,5,1087,6.99
grounding,9,1086,6.99
fluctuations,12,1086,6.99
deprive,7,1086,6.99
childbirth,10,1086,6.99
bachelors,9,1086,6.99
attaches,8,1086,6.99
Arabians,8,1086,6.99
tipped,6,1085,6.99
spout,5,1085,6.99
sincerity,9,1085,6.99
seam,4,1085,6.99
crows,5,1085,6.99
absurdity,9,1084,6.99
wisp,4,1084,6.99
spontaneously,13,1084,6.99
piping,6,1084,6.99
nuns,4,1084,6.99
disposed,8,1084,6.99
director's,10,1084,6.99
Davenport,9,1084,6.99
countered,9,1084,6.99
baths,5,1084,6.99
spurs,5,1083,6.99
groaned,7,1083,6.99
garland,7,1083,6.99
disliked,8,1083,6.99
conformity,10,1083,6.99
bison,5,1083,6.99
balcony,7,1083,6.99
twists,6,1082,6.99
superseded,10,1082,6.99
Fulton,6,1082,6.99
fiend,5,1082,6.99
cavity,6,1082,6.99
albumin,7,1082,6.99
spherical,9,1081,6.99
overrated,9,1081,6.99
lager,5,1081,6.99
ketchup,7,1081,6.99
digestive,9,1081,6.99
convergence,11,1081,6.99
comparatively,13,1081,6.99
chicks,6,1081,6.99
catfish,7,1081,6.99
supremacy,9,1080,6.98
squared,7,1080,6.98
spaniel,7,1080,6.98
localization,12,1080,6.98
Jessie,6,1080,6.98
examines,8,1080,6.98
brat,4,1080,6.98
Annapolis,9,1080,6.98
nix,3,1079,6.98
appoint,7,1079,6.98
profitability,13,1078,6.98
oceanography,12,1078,6.98
deluded,7,1078,6.98
awoke,5,1078,6.98
Rockies,7,1077,6.98
modeled,7,1077,6.98
inhibit,7,1077,6.98
grit,4,1077,6.98
exert,5,1077,6.98
enhances,8,1077,6.98
decompress,10,1077,6.98
chime,5,1077,6.98
cheerfully,10,1077,6.98
arenas,6,1077,6.98
supervisors,11,1076,6.98
sod,3,1076,6.98
revoked,7,1076,6.98
donors,6,1076,6.98
upheld,6,1075,6.98
pest,4,1075,6.98
milestone,9,1075,6.98
bridal,6,1075,6.98
avoidance,9,1075,6.98
vibrating,9,1074,6.98
microscopic,11,1074,6.98
fragmentation,13,1074,6.98
shaded,6,1073,6.98
plunged,7,1073,6.98
pesticides,10,1073,6.98
garment,7,1073,6.98
ordinance,9,1072,6.98
happenings,10,1072,6.98
compel,6,1072,6.98
summed,6,1071,6.98
reconciliation,14,1071,6.98
flashed,7,1071,6.98
bunk,4,1071,6.98
bantam,6,1071,6.98
succeeding,10,1070,6.98
rethink,7,1070,6.98
negatively,10,1070,6.98
groupie,7,1070,6.98
barefoot,8,1070,6.98
assaults,8,1070,6.98
Audrey,6,1070,6.98
uncontrolled,12,1069,6.97
rumble,6,1069,6.97
Fiat,4,1069,6.97
drought,7,1069,6.97
bibliographies,14,1069,6.97
astonished,10,1069,6.97
alchemy,7,1069,6.97
standardization,15,1068,6.97
pronto,6,1068,6.97
predicts,8,1068,6.97
dunk,4,1068,6.97
adventurous,11,1068,6.97
acknowledges,12,1067,6.97
stature,7,1067,6.97
priming,7,1067,6.97
peck,4,1067,6.97
pans,4,1067,6.97
gullible,8,1067,6.97
disclose,8,1067,6.97
snuff,5,1066,6.97
savvy,5,1066,6.97
robbing,7,1066,6.97
projectile,10,1066,6.97
orderly,7,1066,6.97
collars,7,1066,6.97
abound,6,1065,6.97
pivot,5,1065,6.97
overlapping,11,1065,6.97
creeping,8,1065,6.97
upstate,7,1064,6.97
toga,4,1064,6.97
occupations,11,1064,6.97
legislatures,12,1064,6.97
jasper,6,1064,6.97
excludes,8,1064,6.97
degrading,9,1064,6.97
chronological,13,1064,6.97
witchcraft,10,1063,6.97
stabilize,9,1063,6.97
regimes,7,1063,6.97
punishing,9,1063,6.97
draper,6,1063,6.97
cunning,7,1063,6.97
swami,5,1062,6.97
stressful,9,1062,6.97
rounding,8,1062,6.97
monogamous,10,1062,6.97
choking,7,1062,6.97
Scandinavian,12,1061,6.97
redo,4,1061,6.97
departed,8,1061,6.97
Angelo,6,1061,6.97
ratification,12,1060,6.97
occurrences,11,1060,6.97
diffusion,9,1060,6.97
wasteful,8,1059,6.97
Siamese,7,1059,6.97
monopolies,10,1059,6.97
forbids,7,1059,6.97
coerced,7,1059,6.97
adore,5,1059,6.97
pitches,7,1058,6.96
maverick,8,1058,6.96
headlights,10,1058,6.96
fragmented,10,1058,6.96
alarming,8,1058,6.96
spade,5,1057,6.96
rhymes,6,1057,6.96
Reilly,6,1057,6.96
omission,8,1057,6.96
inject,6,1057,6.96
heed,4,1057,6.96
braves,6,1057,6.96
turmoil,7,1056,6.96
endowed,7,1056,6.96
discern,7,1056,6.96
deputies,8,1056,6.96
commentaries,12,1056,6.96
choked,6,1056,6.96
brushes,7,1056,6.96
sabotage,8,1055,6.96
Michael's,9,1055,6.96
landings,8,1055,6.96
iodine,6,1055,6.96
chasm,5,1055,6.96
awakened,8,1055,6.96
victorious,10,1054,6.96
suing,5,1054,6.96
segregation,11,1054,6.96
riptide,7,1054,6.96
measurable,10,1054,6.96
Khmer,5,1054,6.96
guerrillas,10,1054,6.96
bureaucratic,12,1054,6.96
battalion,9,1054,6.96
astrophysics,12,1054,6.96
statues,7,1053,6.96
replicate,9,1053,6.96
resisting,9,1053,6.96
powerhouse,10,1053,6.96
preamble,8,1053,6.96
lascivious,10,1053,6.96
leach,5,1053,6.96
diam,4,1053,6.96
descend,7,1053,6.96
sneaky,6,1052,6.96
Philippine,10,1052,6.96
curiously,9,1052,6.96
cerebral,8,1052,6.96
chestnut,8,1052,6.96
umpire,6,1051,6.96
sympathize,10,1051,6.96
radiator,8,1051,6.96
Olivia,6,1051,6.96
incompetence,12,1051,6.96
geophysics,10,1051,6.96
curled,6,1051,6.96
anomalies,9,1051,6.96
theatres,8,1050,6.96
pleasurable,11,1050,6.96
overcoming,10,1050,6.96
industry's,10,1050,6.96
births,6,1050,6.96
Angie,5,1050,6.96
acclaimed,9,1049,6.96
accredited,10,1049,6.96
shoreline,9,1049,6.96
prepares,8,1049,6.96
mathematically,14,1049,6.96
waitress,8,1048,6.95
underwood,9,1048,6.95
typesetting,11,1048,6.95
troublesome,11,1048,6.95
quorum,6,1048,6.95
peril,5,1048,6.95
melodic,7,1048,6.95
repertoire,10,1047,6.95
restrained,10,1047,6.95
predominate,11,1047,6.95
Mephistopheles,14,1047,6.95
fumes,5,1047,6.95
deserted,8,1047,6.95
continents,10,1047,6.95
affiliations,12,1047,6.95
worded,6,1046,6.95
wits,4,1046,6.95
villagers,9,1046,6.95
pledged,7,1046,6.95
miter,5,1046,6.95
madden,6,1046,6.95
gradient,8,1046,6.95
fatalities,10,1046,6.95
cloudy,6,1046,6.95
brutality,9,1046,6.95
incumbent,9,1045,6.95
iceberg,7,1045,6.95
geographically,14,1045,6.95
forging,7,1045,6.95
commence,8,1045,6.95
adjective,9,1045,6.95
unsuspecting,12,1044,6.95
Sanskrit,8,1044,6.95
sable,5,1044,6.95
disruption,10,1044,6.95
aftermath,9,1044,6.95
youngsters,10,1043,6.95
pompous,7,1043,6.95
motivate,8,1043,6.95
stash,5,1042,6.95
genders,7,1042,6.95
catalyst,8,1042,6.95
sinful,6,1041,6.95
refunds,7,1041,6.95
petite,6,1041,6.95
gist,4,1041,6.95
tripod,6,1040,6.95
seventeen,9,1040,6.95
reactors,8,1040,6.95
legalize,8,1040,6.95
exponential,11,1040,6.95
sultan,6,1039,6.95
provoked,8,1039,6.95
pelvis,6,1039,6.95
marrow,6,1039,6.95
legalized,9,1039,6.95
aria,4,1039,6.95
subsidize,9,1038,6.95
penthouse,9,1038,6.95
longitude,9,1038,6.95
legitimately,12,1038,6.95
inhabited,9,1038,6.95
Fridays,7,1038,6.95
famine,6,1038,6.95
defeating,9,1038,6.95
correlations,12,1038,6.95
campaigning,11,1038,6.95
bragging,8,1038,6.95
accelerating,12,1037,6.94
ventilation,11,1037,6.94
skits,5,1037,6.94
Irene,5,1037,6.94
bottleneck,10,1037,6.94
walkers,7,1036,6.94
specialties,11,1036,6.94
receptive,9,1036,6.94
pupil,5,1036,6.94
estimating,10,1036,6.94
car's,5,1036,6.94
autos,5,1036,6.94
turbine,7,1035,6.94
orchard,7,1035,6.94
lipstick,8,1035,6.94
flawless,8,1035,6.94
commute,7,1035,6.94
sweating,8,1034,6.94
spa,3,1034,6.94
silky,5,1034,6.94
apiece,6,1034,6.94
appropriations,14,1034,6.94
advantageous,12,1034,6.94
sandwiches,10,1033,6.94
progresses,10,1033,6.94
owing,5,1033,6.94
missionaries,12,1033,6.94
melodies,8,1033,6.94
hoses,5,1033,6.94
bullock,7,1033,6.94
blankets,8,1033,6.94
boating,7,1033,6.94
villains,8,1032,6.94
toddler,7,1032,6.94
sirens,6,1032,6.94
Presley,7,1032,6.94
housed,6,1032,6.94
filth,5,1032,6.94
evacuation,10,1032,6.94
degenerate,10,1032,6.94
appalling,9,1032,6.94
pitfalls,8,1031,6.94
ordinarily,10,1031,6.94
dials,5,1031,6.94
darned,6,1031,6.94
stratosphere,12,1030,6.94
resultant,9,1030,6.94
heinous,7,1030,6.94
greasy,6,1030,6.94
duly,4,1030,6.94
diner,5,1030,6.94
currencies,10,1030,6.94
Dante,5,1030,6.94
calculators,11,1030,6.94
Uranus,6,1029,6.94
uniformly,9,1029,6.94
sweaty,6,1029,6.94
substantiate,12,1029,6.94
slalom,6,1029,6.94
rhythms,7,1029,6.94
obesity,7,1029,6.94
industrialized,14,1029,6.94
buildup,7,1029,6.94
tents,5,1027,6.93
magazine's,10,1027,6.93
heroine,7,1027,6.93
Friedrich,9,1027,6.93
complementary,13,1027,6.93
catastrophe,11,1027,6.93
unexplained,11,1026,6.93
thirst,6,1026,6.93
plead,5,1026,6.93
pauses,6,1026,6.93
navel,5,1026,6.93
general's,9,1026,6.93
biographical,12,1026,6.93
beetle,6,1026,6.93
babble,6,1026,6.93
wiggle,6,1025,6.93
Tasmania,8,1025,6.93
sexton,6,1025,6.93
notoriously,11,1025,6.93
nationalists,12,1025,6.93
ministries,10,1025,6.93
mismatch,8,1025,6.93
empower,7,1025,6.93
completes,9,1025,6.93
colts,5,1025,6.93
Tom's,5,1024,6.93
threading,9,1024,6.93
stumbling,9,1024,6.93
oversized,9,1024,6.93
onward,6,1024,6.93
necks,5,1024,6.93
jeopardy,8,1024,6.93
footsteps,9,1024,6.93
commentator,11,1024,6.93
communal,8,1024,6.93
brilliance,10,1024,6.93
anybody's,9,1024,6.93
adviser,7,1024,6.93
wilt,4,1023,6.93
outbreak,8,1023,6.93
Gracie,6,1023,6.93
Edith,5,1023,6.93
coolant,7,1023,6.93
brightest,9,1023,6.93
broadcasters,12,1023,6.93
alcoholism,10,1023,6.93
acquainted,10,1022,6.93
striped,7,1022,6.93
hoe,3,1022,6.93
fullest,7,1022,6.93
dormant,7,1022,6.93
dioxide,7,1022,6.93
bagged,6,1022,6.93
banjo,5,1022,6.93
Teflon,6,1021,6.93
retina,6,1021,6.93
renders,7,1021,6.93
Italians,8,1021,6.93
enlisted,8,1021,6.93
dependable,10,1021,6.93
agnostic,8,1021,6.93
yanks,5,1020,6.93
taboo,5,1020,6.93
suspicions,10,1020,6.93
sophomore,9,1020,6.93
rightfully,10,1020,6.93
requisite,9,1020,6.93
playful,7,1020,6.93
Naomi,5,1020,6.93
Jim's,5,1020,6.93
invalidate,10,1020,6.93
Greenwich,9,1020,6.93
fortunes,8,1020,6.93
deliverance,11,1020,6.93
cyclist,7,1020,6.93
visionary,9,1019,6.93
spur,4,1019,6.93
prenatal,8,1019,6.93
lows,4,1019,6.93
confuses,8,1019,6.93
cauldron,8,1019,6.93
toughness,9,1018,6.93
lush,4,1018,6.93
leasing,7,1018,6.93
Jude,4,1018,6.93
establishments,14,1018,6.93
archaeological,14,1018,6.93
tablespoon,10,1017,6.92
stalls,6,1017,6.92
slate,5,1017,6.92
shovel,6,1017,6.92
intricate,9,1017,6.92
inept,5,1017,6.92
cadet,5,1017,6.92
apathy,6,1017,6.92
selfishness,11,1016,6.92
railways,8,1016,6.92
molded,6,1016,6.92
horrid,6,1016,6.92
fifties,7,1016,6.92
doo,3,1016,6.92
Bermuda,7,1016,6.92
spindle,7,1015,6.92
sailed,6,1015,6.92
vanishing,9,1014,6.92
puberty,7,1014,6.92
groan,5,1014,6.92
buns,4,1014,6.92
bowed,5,1014,6.92
beau,4,1014,6.92
velocities,10,1013,6.92
tangled,7,1013,6.92
rerun,5,1013,6.92
obedient,8,1013,6.92
hopper,6,1013,6.92
humanist,8,1013,6.92
coefficient,11,1013,6.92
snare,5,1012,6.92
rodeo,5,1012,6.92
reiterate,9,1012,6.92
policemen,9,1012,6.92
illuminated,11,1012,6.92
emphasizing,11,1012,6.92
elapsed,7,1012,6.92
Dominique,9,1012,6.92
artist's,8,1012,6.92
washer,6,1011,6.92
Saul,4,1011,6.92
projecting,10,1011,6.92
fearless,8,1011,6.92
dialed,6,1011,6.92
connotation,11,1011,6.92
barbarians,10,1011,6.92
authoritarian,13,1011,6.92
allegation,10,1011,6.92
nominee,7,1010,6.92
kinder,6,1010,6.92
icing,5,1010,6.92
gong,4,1010,6.92
doctorate,9,1010,6.92
camper,6,1010,6.92
beverages,9,1010,6.92
assimilated,11,1010,6.92
Abel,4,1009,6.92
sham,4,1009,6.92
Scott's,7,1009,6.92
seams,5,1009,6.92
rocked,6,1009,6.92
primers,7,1009,6.92
needn't,7,1009,6.92
encompasses,11,1009,6.92
Antoine,7,1009,6.92
giggling,8,1008,6.92
thinker,7,1007,6.91
splendid,8,1007,6.91
portraits,9,1007,6.91
essentials,10,1007,6.91
enlarged,8,1007,6.91
disparity,9,1007,6.91
yacht,5,1006,6.91
uprising,8,1006,6.91
ramblings,9,1006,6.91
Lucifer,7,1006,6.91
carving,7,1006,6.91
abandoning,10,1005,6.91
stirred,7,1005,6.91
soles,5,1005,6.91
skier,5,1005,6.91
pathways,8,1005,6.91
imitate,7,1005,6.91
haircut,7,1005,6.91
tuck,4,1004,6.91
parting,7,1004,6.91
lint,4,1004,6.91
jello,5,1004,6.91
cuisine,7,1004,6.91
brown's,7,1004,6.91
stills,6,1003,6.91
stingray,8,1003,6.91
rationality,11,1003,6.91
rabies,6,1003,6.91
Mays,4,1003,6.91
kneeling,8,1003,6.91
hasty,5,1003,6.91
goodwill,8,1003,6.91
flushing,8,1003,6.91
fleeing,7,1003,6.91
equitable,9,1003,6.91
creeps,6,1003,6.91
smelly,6,1002,6.91
smug,4,1002,6.91
requisition,11,1002,6.91
rapes,5,1002,6.91
reacts,6,1002,6.91
astronaut,9,1002,6.91
unheard,7,1001,6.91
lockup,6,1001,6.91
Lilly,5,1001,6.91
joys,4,1001,6.91
Ethiopia,8,1001,6.91
Doomsday,8,1001,6.91
catering,8,1001,6.91
tariff,6,1000,6.91
dummies,7,1000,6.91
arousal,7,1000,6.91
tort,4,999,6.91
stares,6,999,6.91
revolutions,11,999,6.91
pioneers,8,999,6.91
loot,4,999,6.91
intuit,6,999,6.91
tainted,7,998,6.91
Nostradamus,11,998,6.91
lifelong,8,998,6.91
coined,6,998,6.91
thirds,6,997,6.9
disciplined,11,997,6.9
correlate,9,997,6.9
yoke,4,996,6.9
prerequisite,12,996,6.9
preconceived,12,996,6.9
monolithic,10,996,6.9
compressing,11,996,6.9
telescopes,10,995,6.9
omen,4,995,6.9
initiating,10,995,6.9
sheikh,6,994,6.9
pamphlets,9,994,6.9
nonexistent,11,994,6.9
downfall,8,994,6.9
advising,8,994,6.9
stimulated,10,993,6.9
soldered,8,993,6.9
inquired,8,993,6.9
banished,8,993,6.9
asserts,7,993,6.9
alcoholics,10,993,6.9
wallpaper,9,992,6.9
promoter,8,992,6.9
lawmakers,9,992,6.9
inaugural,9,992,6.9
duet,4,992,6.9
admirable,9,992,6.9
trimming,8,991,6.9
rapists,7,991,6.9
pasted,6,991,6.9
muffin,6,991,6.9
Morocco,7,991,6.9
Koran,5,991,6.9
flakes,6,991,6.9
emu,3,991,6.9
eclectic,8,991,6.9
distracting,11,991,6.9
disarm,6,991,6.9
descendant,10,991,6.9
colder,6,991,6.9
trough,6,990,6.9
trunks,6,990,6.9
subliminal,10,990,6.9
stimulus,8,990,6.9
soapbox,7,990,6.9
metropolis,10,990,6.9
emitted,7,990,6.9
antics,6,990,6.9
unbearable,10,989,6.9
sects,5,989,6.9
gracefully,10,989,6.9
weaving,7,988,6.9
saturation,10,988,6.9
retaliation,11,988,6.9
relativistic,12,988,6.9
pimp,4,988,6.9
parenthesis,11,988,6.9
hiker,5,988,6.9
freshwater,10,988,6.9
cuffs,5,988,6.9
Clearwater,10,988,6.9
bathtub,7,988,6.9
tavern,6,987,6.89
technologically,15,987,6.89
richest,7,987,6.89
fractional,10,987,6.89
emergencies,11,987,6.89
dismay,6,987,6.89
assures,7,987,6.89
welding,7,986,6.89
raided,6,986,6.89
octane,6,986,6.89
jerking,7,986,6.89
epsilon,7,986,6.89
profanity,9,985,6.89
introductions,13,985,6.89
hugging,7,985,6.89
grated,6,985,6.89
flowed,6,985,6.89
courtroom,9,985,6.89
ballad,6,985,6.89
specimens,9,984,6.89
ribbons,7,984,6.89
maternal,8,984,6.89
copier,6,984,6.89
abstinence,10,983,6.89
there'd,7,983,6.89
scorn,5,983,6.89
orchestral,10,983,6.89
hedgehog,8,983,6.89
Guthrie,7,983,6.89
Cinderella,10,983,6.89
alters,6,983,6.89
symmetric,9,982,6.89
premiums,8,982,6.89
